text,selected_text,sentiment,textID
 Yes because I haven`t worn jeans in ages,Yes because I haven`t worn jeans in ages,neutral,10454
For those of you heading out of vancity I`ve heard the hwy is closed east bound at cwack,For those of you heading out of vancity I`ve heard the hwy is closed east bound at cwack,neutral,10455
no school today! that`s greeeeeat!,greeeeeat!,positive,10456
" have a great night, it was so nice meeting you last night! You are a sweetheart!  xoxoxo bye for now.",great,positive,10457
just got back from greenlake.  it was such a nice day today!,nice,positive,10458
Just dropped my sistah off @ lax.    #fb,Just dropped my sistah off @ lax.    #fb,neutral,10459
Sometimes people never learn to shut up and stop talking ****,Sometimes people never learn to shut up and stop talking ****,negative,10460
  yes really if it is that time of day again.   xxxxxxxxxxxxxxxxx,yes really if it is that time of day again.,neutral,10461
"  Lol  grey skies as far as the eye can see, which is about 20 yards","Lol  grey skies as far as the eye can see, which is about 20 yards",neutral,10462
Confuzzled,Confuzzled,neutral,10463
"Has just finished uploading my latest chap  Finally! Now, off to watch the new HappySlip vid :3",Finally!,positive,10464
dont get to see my boys tomorroww.im sad,im sad,negative,10465
Have a fantastic opening flower drummers!! From the ALL Asian cast and crew,Have a fantastic opening,positive,10466
 ME! oh wait wrong state,oh wait wrong state,negative,10467
"3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central","3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central",neutral,10468
_newman i just called and it`s sold out.  bummer. next time!,.  bummer. ne,negative,10469
Feeling so low and depressed that I`m not on holiday,depressed,negative,10470
 Just read that message about u being at Stephanie`s in Greensboro.....love it! I miss my home!,miss,negative,10471
 The stuff I got was precariously close to ricotta cheese. It didn`t help.,The stuff I got was precariously close to ricotta cheese. It didn`t help.,neutral,10472
 You don`t reply to none of your fans ... I don`t know what trust,You don`t reply to none of your fans ... I don`t know what trust,negative,10473
 Rude.,Rude.,negative,10474
 I wish we could make a quick trip to LA in July  I miss LA,I miss,negative,10475
 ooops! the last link is the same as the first! sry my mistake,ooops!,negative,10476
 That sucks! I`m going to be doing summer school.  Need to catch up on several units,That sucks!,negative,10477
 dude!!! wtf!! I text you this morning so that you can take care of me! so uncool..... it`s confirmed... you hate me,you hate me,negative,10478
 yeah wtf with that? my noggin doesn`t take to either,yeah wtf with that? my noggin doesn`t take to either,neutral,10479
_Molotov Go much bamboo? Would you like to attempt to structure a sentence that makes sense? Why did i fail english and others pass?,Why did i fail english,negative,10480
Braxton was up at 2:30 untill 4am and now he won`t sleep more than 15 minutes at a time! It`s hard to be a mom on days like this!,hard to be a mom on,negative,10481
 me too bb,me too bb,neutral,10482
Had a nice dinner with mom! I`ve started the chicken rolls. They are going to cook overnight. The rest I`ll do tomorrow.,Had a nice dinner with mom!,positive,10483
60 days today  i can`t believe it`s been 2 months. i`m nervous about what i`m gonna say later. but i`m gonna keep comin back.,nervous,negative,10484
twitter has spam!!?? oh no,twitter has spam!!?? oh no,neutral,10485
 OMG that dunk on Dampier was MASSIVE! Big ups!!! Love it...,Love it...,positive,10486
Five o`clock can`t come any faster,Five o`clock can`t come any faster,neutral,10487
"rcb trashes mumbai indians....  i feel bad for mumbai indians, they just didn`t know what hit him...",bad,negative,10488
"oficially mother`s day! Hug & kissa Ur mom today more than U do everyday  cooking 4 her is a good idea, i`m making enchiladas suizas =]",good,positive,10489
" - Hey, Lenny, we are waiting you in Bulgaria again soon! The concert last year was... OMG!","- Hey, Lenny, we are waiting you in Bulgaria again soon! The concert last year was... OMG!",neutral,10490
"krys: running, mud baths and nice French food in napa w/ jimming",nice,positive,10491
 I  have a visual.  I`m smiling.    see,`m smilin,positive,10492
Dakota just had a her first bath since being spayed... She was in Heaven!,Heaven!,positive,10493
 thank you! I really appreciate that babe,thank,positive,10494
Dinner with the parental unit is always grand,is always grand,positive,10495
 I would watch if I was at home,I would watch if I was at home,neutral,10496
Caps lost. ARGH! But HP game evening was much fun,Caps lost. ARGH! But HP game evening was much fun,neutral,10497
 i love everrything from breadtalk  i would eat the whole place if i could,love,positive,10498
"it`s raining here  i`m stuck inside working today so i`d probably be peed off if it was sunny outside, i`m now ok with the rain",i`d probably be peed off,negative,10499
_grl love your new profile pic,love your new profile pic,positive,10500
" - well, look who`s tweeting.","- well, look who`s tweeting.",neutral,10501
 miss u more,miss u more,negative,10502
 heLLo tayLor.. just wanna say i`ve aLready voted 4 u i think 5 times..haha,heLLo tayLor.. just wanna say i`ve aLready voted 4 u i think 5 times..haha,neutral,10503
" the movie takes a lot of digs at the Indian Movie Industry so may not much sense, unless you have followed it long enough","he movie takes a lot of digs at the Indian Movie Industry so may not much sense, unless you have followed it long enough",neutral,10504
justwatched the most depressing episode of Jon  Kate EVER!!!i actually almost cried.,!i actually almost cried.,negative,10505
finally Mike0hh`s birthday <3 can`t wait to **** ruin it,**** ruin,negative,10506
  you don`t love me anymore!,you don`t love me anymore!,negative,10507
Bought it.  Now I have to wait 2-3 weeks.   Boo.,Bought it.  Now I have to wait 2-3 weeks.   Bo,neutral,10508
"going on a picnic with my dad - atleast i persauded him out of the idea of walking & cycling. yum, special k.",picnic,positive,10509
How does this Follow Friday thing work?  I don`t have any real followers,How does this Follow Friday thing work?  I don`t have any real followers,neutral,10510
Its so **** hot! **** no air conditioning.,so **** hot!,negative,10511
Had interesting WKND. Sleeping Saturday & Productive Sunday!!,Had interesting WKND.,positive,10512
"is watching 'Wall Street', and realizing that since it is on a movie channel she won`t get a potty break","is watching 'Wall Street', and realizing that since it is on a movie channel she won`t get a potty break",neutral,10513
gots a headache now,headache,negative,10514
good morning twitterworld!  slept too less..,slept too less..,negative,10515
is watching the final episode of E.R  Goon SuBo 2 win Britians Got Talent,is watching the final episode of E.R  Goon SuBo 2 win Britians Got Talent,positive,10516
The new redesigned cricinfo : http://tinyurl.com/mxlcuv I hate change,I hate,negative,10517
 Cool show last night had me in fits,Cool show,positive,10518
I only have one day left in school  My 16th is approaching,I only have one day left in school  My 16th is approaching,neutral,10519
 Thanks for that,Thanks,positive,10520
 0k...enjoy Dora the Explorer..  greetings to your niece!!,.enjoy,positive,10521
 why isnt everyone with you?,why isnt everyone with you?,neutral,10522
"i wanna move to england! 'ello, i must go to the loo. i will head to my caddy,yes.' gahaha and the awesome accent.",awesome,positive,10523
missing  on his birthday,missing  on his birthday,negative,10524
" Not a fan of the Bulmers, but the Magners pear is AWESOME, I want slush puppy though!  #Hurryup #classy #omgimpatient!","AWESOME, I want slush puppy though!",positive,10525
Gonna go make my Meme`s Mother`s day card then go hop in the shower and hop to sleep!!,Gonna go make my Meme`s Mother`s day card then go hop in the shower and hop to sleep!!,neutral,10526
ATL to NJ....almost home,ATL to NJ....almost home,neutral,10527
"Music Update Before Leaving. Check out the songs Photograph by Air, Disco Friends by Just Jack, Stand Up by The Prodigy. And Enjoy!!!",Enjoy!!,positive,10528
 Nice...I`d like to be there...but it`s too far...  I`m from Brazil... kisses and have a nice day!!!,Nice.,positive,10529
 I`m with ya....  doesn`t  follow me either,I`m with ya....  doesn`t  follow me eithe,neutral,10530
I wish i could sleep past four a.m. on my nights off  good morning!,good morning!,positive,10531
new guitar hero metallica guitar is already broken  #fail,#fail,negative,10532
 Haha you`re welcome! I was honestly going crazy too. Have a great night as well,great,positive,10533
"Goooooodmoring , I don`t want to be up I am YAT   happy birthday again _aygee !",Goooooodmoring,positive,10534
Why must Jay Leno leave his own show,Why must Jay Leno leave his own show,neutral,10535
Gettin my cardio on right now. Walkin to the train station awww I so miss the gym,I so miss the gym,negative,10536
just thought of a spanish name that she will pretend to be one night out: Ariella Gonzalez. like It? don`t care because i do,because i do,positive,10537
i don`t know what i`m doing  i feel so empty LOLLL cheesy but true :/,i feel so empty,negative,10538
Phone power is dying!,Phone power is dying!,neutral,10539
 good luck going to sleep. i`m up working on a stupid paper. no worries. ur not alone.  so u ready to record that album or what?,good luck,positive,10540
Geesh 5 days straight (he`s not the boy-nside joint) LOL .....headed with  and then go c BF,Geesh 5 days straight (he`s not the boy-nside joint) LOL .....headed with  and then go c BF,neutral,10541
